id;Код ОО;Задания с кратким ответом;Первичный балл;Балл;Task1;Task2;Task3;Task4;Task5;Task6;Task7;Task8;Task9;Task10;Task11;Task12;Task13;Task14;Task15;Task16;Task17;Task18;Task19;Task20;Task21;Task22;Task23;Task24;Task25;Task26;Task27
527;238047;++++++--++++++++-+--+++++00;20;78;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0
528;238023;+++-++--++-++++++++++++--00;19;75;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
529;220043;+++-++--+++++++++++++++++10;23;85;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
530;249032;+-++-++--+-++--------+---00;9;48;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
531;246046;++++++--+++++++++++++++++21;26;93;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
532;242016;++------++++-+++--+--++--00;12;56;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0
533;243016;+--+-+------+--+-++++----00;9;48;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0
534;242016;+++++++-++++++++++++-++--00;21;80;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
535;247033;+----+---------------+---00;3;20;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
536;208083;+---++-++---+++--++--++--00;12;56;1;0;0;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0
537;241036;+++++++++++++++++++++++++22;29;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
538;246015;+++++++-++-++++++++++++++00;23;85;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
539;247016;++++-+-+-+-+---++-+++----00;13;59;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0
540;203173;++-------------------+---00;3;20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
541;205026;++++++--++++++-+-++--++--00;17;70;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0
542;244033;+-++-+---+---------------00;5;34;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
543;245053;++++++-+-+-+++++-+++++-++20;22;83;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;2;0
544;246016;+++-++++-+++-++++++-+++++21;24;88;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;2;1
545;244016;++--++---+-----+---+-----00;7;43;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
546;220016;++++-+---+++++++-+---+---00;14;62;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0
547;244016;++-+-++-++-+-+++-++--++--00;15;64;1;1;0;1;0;1;1;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0
548;204053;+-+-+++-++++-+++-++++++--00;18;72;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0
549;233023;+++-++--++-----------+---00;8;46;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
550;246023;--+------+---------------00;2;14;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;246026;++++++-+--+++++++++++++-+10;22;83;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0
552;246025;+-+-++---+++---+-----+---00;9;48;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
553;238053;++++-++--+-+-+++++++-++--00;17;70;1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0
554;249046;+++-----++---------------00;5;34;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;242053;++---+--+++---++-+---++--00;11;54;1;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0
556;224043;+--------+--+------------00;3;20;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;238053;+++++++++++++++++++++++++20;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
558;241036;+++-++-++++++++++++++++++21;26;93;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
559;208133;+++-++---+-+---+-+-------00;9;48;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
560;243036;+++-++---+-+------+--+---00;9;48;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
561;244033;+++-+++-+++++++++++++++-+00;22;83;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
562;213033;++-+-++--+-+-+-+-----++--00;11;54;1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0
563;247113;+++--+-+-+-++------+-+---00;10;51;1;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0
564;247123;++++++-+++++-+++-++++++--00;20;78;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0
565;246015;+++++++++++++++++++++++++22;29;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
566;201013;+-+--+---+-+------++-----00;7;43;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
567;238047;++-------+-++-++---+++---00;10;51;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0
568;205013;++++-+---++++-++++++-+---00;16;67;1;1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0
569;201023;--+------+---------------00;2;14;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;217023;+---------+----+---------00;3;20;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
571;202033;++-++++--+-+--++-++++++--00;16;67;1;1;0;1;1;1;1;0;0;1;0;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0
572;205016;+++-+----+++-++++-+---+++00;15;64;1;1;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;1;0;0
573;241036;++++++-++++++++++++++++++00;24;88;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
574;220123;+-+--+---++--------------00;5;34;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;241036;-+++++++-++++++++++++++++20;25;90;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
576;238017;+++-++++-++-+++++++++++-+00;21;80;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
577;220043;+++++++-+++++++++-+++++--00;21;80;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0
578;243025;-+++-+--++++-++++----+---00;13;59;0;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0
579;205025;++--+++--++-++++-++--++--00;15;64;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0
580;243025;+-++-+---+---+-+--++-----00;9;48;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0
581;244015;+++-++--++++++++-+++++++-01;21;80;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1
582;220023;++++++--+++++-----+--+---00;13;59;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
583;220043;++++-+--+++-++++-+++-++--00;17;70;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0
584;216023;++++++-+++++++-+-----++--00;16;67;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0
585;220043;--+-++-+--++++++++++-++-+00;17;70;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0
586;238015;++++++-++++-+-+++++++++++10;23;85;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0
587;243013;-+-------------+---------00;2;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
588;232183;++---+---+--+------------00;5;34;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
589;244016;++--++---+---------------00;5;34;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
590;242016;++-++++++++++++++++++++--00;22;83;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
591;243025;+++++++-+-++-++++++++++-+10;22;83;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0
592;204053;+++-++--+++-++--+-+++-+--00;15;64;1;1;1;0;1;1;0;0;1;1;1;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0
593;205015;+++-++--+++--++++++++++++00;20;78;1;1;1;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0
594;247015;+--------+--------+------00;3;20;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
595;243035;++++++--++++++++-++++++--00;20;78;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0
596;246015;++++++--+++++++++++++++++10;24;88;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
597;242026;-++-++++-+++++++++++++++-00;21;80;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
598;244013;+-+--+++-+-+-----+---+---00;9;48;1;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
599;246016;++++---+-+-+-+----+------00;9;48;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
600;206015;++++++-++++++++++++++++--00;22;83;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
601;246015;+++++++--+++-++++-+++++++20;23;85;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;2;0
602;243015;+++++++-++++-++++++-++---00;19;75;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0
603;241036;---+++-----+-+-+-++++++--00;12;56;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0
604;243025;++++-++-++++-+++-++++++++00;21;80;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0
605;243043;-+++-+++-++++--+-++-++--+00;16;67;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;0
606;203063;+-+--+---+------+-+------00;6;40;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
607;242016;+++-+++++++++++++-++++--+00;21;80;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0
608;242036;+---+++--+-+-+++--+++++--00;14;62;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0
609;246016;+++--++++++++++++++++++--00;21;80;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
610;246015;++-++-+-++-++++++++++++--00;19;75;1;1;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
611;245036;+--------+--------+------00;3;20;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
612;242036;++-+-++--+-+++++-++++++--00;17;70;1;1;0;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0
613;241036;++++++++++++++++-++++++-+21;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;2;1
614;223013;+++----+-+-+-+++--++-++--00;13;59;1;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;1;1;0;0;0;0
615;232043;++++++-++++++++++++++++++00;24;88;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
616;238013;+++++++-++++++-++++++++++00;23;85;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0
617;246026;+++++++++++++++++++++++--00;23;85;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
618;238053;++---+-+-+---------------00;5;34;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
619;247016;+++-+++--+-+-+++-+-------00;12;56;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
620;246015;++-+-+-+-+-+-+++-+---+---00;12;56;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0
621;201033;++-+++++-+---+-+++++-+---00;15;64;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0
622;220043;++++++---+-++---------+--00;10;51;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
623;205025;+++--+--++-+-+---+-+-+---00;11;54;1;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0
624;205163;+-++++++-++++++++++++++++20;25;90;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
625;243043;+-+------+--------+------00;4;27;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
626;243016;++++-+--++-+-+-++--++----00;13;59;1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0
627;243025;+-----+--+--+++----------00;6;40;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
628;238013;+++-++--+++++-++-++++++++20;22;83;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;2;0
629;205153;++---+---+---------------00;4;27;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630;243053;++++++---++---++-++--++-+00;15;64;1;1;1;1;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0;0
631;205133;+++++++-++--+++-++++-+-+-10;19;75;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0
632;205016;+++++++--+-+-++++++-+--++00;18;72;1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0
633;238053;++--++-+-+-+-+-+-----+---00;10;51;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
634;213033;+++-+++-+-++-++++-++-+-++20;20;78;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;2;0
635;242026;+++-++-++++++++++++++++-+20;24;88;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;0
636;244015;++++++++++++++++++++-++++20;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;2;0
637;246046;+++++++++++++++++++++++++00;25;90;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
638;246015;+++++++-++-+++-+++---+---00;16;67;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0
639;247016;+-++-+-+++-+++++--++++---10;17;70;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0
640;246153;-+++-+-----+++-+--++-++--00;12;56;0;1;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0
641;238053;++++-+--++++-+++++++++-++00;20;78;1;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0
642;201033;++++-----+--------+------00;6;40;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
643;249046;+++-++---++-+--+-+----+--00;11;54;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
644;203033;++--++---+---+--------+--00;7;43;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
645;242036;++++++-++--+++++-++++++--10;20;78;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0
646;245033;+-+----------------------00;2;14;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
647;246015;+++++++++++++++++++++++-+21;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;1
648;238103;++++++----+++-+++++-++--+10;18;72;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0
649;232103;-------------------------00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
650;241036;+++-++++++++-+++++++-++++21;25;90;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;2;1
651;220023;---+-+--++---------------00;4;27;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
652;246015;++---+-+++++++-+---+-++-+00;15;64;1;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0
653;232043;++++-+---+++-+++-++++-+--10;17;70;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;1;0
654;246016;++++++-+++-+-++++++--+---00;17;70;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0
655;241036;+++++++++++++++++++++++++22;29;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
656;241036;+++-+++++++++++++++++++++20;26;93;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
657;238113;+++++++++++++++++++++++++20;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
658;205025;+----++--+--+-----+------00;6;40;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
659;242016;++-+-+++++++++++-++++++++00;22;83;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0
660;242016;-+++-+-----+-+-+--+------00;8;46;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
661;233013;+++-++-+++-+++++-+++++--+00;19;75;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0
662;230016;+++-+++++++++++++++--++-+00;21;80;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0
663;206025;+++--++--+-+---+---------00;8;46;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
664;244033;+++-+++-+++++++++++++-+++00;22;83;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0
665;205015;+++--+---+++++++++++-++--00;17;70;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
666;242036;+++++++-+++++++++++++++++21;27;95;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
667;247016;+-+-++---+++-+-+++++++--+10;17;70;1;0;1;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;0
668;244015;+++--++-++++++++-+++++---00;18;72;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0
669;238053;+++++++++++++++++++++++++01;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
670;243025;+++--++--+-+---+-+---+---00;10;51;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
671;222013;+++--+--++-+++++-----+---00;12;56;1;1;1;0;0;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0
672;246016;+++-+++--+++-++++++--+---00;16;67;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0
673;249046;+-+--+---+-++-++-+---++--00;11;54;1;0;1;0;0;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0
674;245053;+++-++-+++++++++++++++++-00;22;83;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
675;238023;++++++---+-+++-++++-++---00;16;67;1;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0
676;243025;++++-++-++-+-+++++---++-+00;17;70;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;1;0;0
677;243036;++++-++--+------+----+---00;9;48;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
678;205153;+++-+-+-++++-++++-++-++--00;17;70;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;0;0;0
679;238017;++++-+---+-++----++--+---00;11;54;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0
680;206043;---------+--+------------00;2;14;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
681;243025;++---+---+--+-+------+---00;7;43;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
682;238013;+++--++--+-++--+++---+---00;12;56;1;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0
683;243025;+-+-++--++--+--+---------00;8;46;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
684;246026;++++-+++-+++++-+--++-++--00;17;70;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0
685;249046;++-+-++-++++++-++++--+-++00;18;72;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;0;0
686;242026;++++++-+++---++++++++++-+00;20;78;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
687;206015;++---++--+--+--+--+------00;8;46;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
688;234016;++--+++---++-++++-+--+---00;13;59;1;1;0;0;1;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0
689;208016;+++--+++++++++++-+++-+---00;18;72;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0
690;247025;++++-+--+++-++-+++++++---00;17;70;1;1;1;1;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0
691;246025;+++--+---+-+++++--+--+---00;12;56;1;1;1;0;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0
692;247018;+++-++---++++--+--++-----00;12;56;1;1;1;0;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0
693;245033;+--+-+---+---------------00;4;27;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
694;241036;++++++-+++++++++++++++--+00;22;83;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0
695;246026;++-+++-----+-+-----------00;7;43;1;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
696;205026;+-++-+---+--------++-+---00;8;46;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
697;244013;-+--+++----+--++--+--+---00;9;48;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0
698;238093;++++++--++-++--++-+--+---00;14;62;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0
699;246015;++++-++-+-+++-----+------00;11;54;1;1;1;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
700;246046;++--+++-++-++++++++++++-+20;22;83;1;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;0
701;205163;-+-++++++-++-+++++++++++-01;21;80;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1
702;205015;+++-++---+++++++++++++-++10;21;80;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0
