ID операции;Дата;ID тура;ID туроператора;Количество проданных путёвок
OP1994;06.02.2022;R1120;T108;3
OP1995;06.02.2022;R1103;T105;15
OP1996;06.02.2022;R1115;T116;15
OP1997;06.02.2022;R1128;T110;9
OP1998;06.02.2022;R1102;T113;20
OP1999;06.02.2022;R1132;T119;9
OP2000;06.02.2022;R1128;T119;17
OP2001;06.02.2022;R1123;T102;5
OP2002;06.02.2022;R1107;T100;17
OP2003;06.02.2022;R1128;T116;10
OP2004;06.02.2022;R1117;T110;14
OP2005;06.02.2022;R1105;T112;4
OP2006;06.02.2022;R1112;T102;10
OP2007;06.02.2022;R1120;T112;9
OP2008;06.02.2022;R1108;T113;14
OP2009;06.02.2022;R1128;T119;4
OP2010;06.02.2022;R1102;T101;13
OP2011;06.02.2022;R1124;T101;8
OP2012;06.02.2022;R1127;T104;11
OP2013;06.02.2022;R1124;T106;2
OP2014;06.02.2022;R1132;T107;6
OP2015;06.02.2022;R1117;T112;18
OP2016;06.02.2022;R1101;T116;7
OP2017;06.02.2022;R1109;T107;10
OP2018;06.02.2022;R1129;T105;12
OP2019;06.02.2022;R1108;T101;16
OP2020;06.02.2022;R1119;T110;18
OP2021;06.02.2022;R1106;T100;6
OP2022;06.02.2022;R1104;T107;14
OP2023;06.02.2022;R1113;T115;14
OP2024;07.02.2022;R1123;T107;3
OP2025;07.02.2022;R1111;T101;4
OP2026;07.02.2022;R1128;T118;10
OP2027;07.02.2022;R1105;T106;15
OP2028;07.02.2022;R1131;T107;20
OP2029;07.02.2022;R1126;T103;9
OP2030;07.02.2022;R1126;T111;7
OP2031;07.02.2022;R1112;T108;18
OP2032;07.02.2022;R1114;T101;19
OP2033;07.02.2022;R1123;T120;9
OP2034;07.02.2022;R1109;T105;3
OP2035;07.02.2022;R1115;T107;10
OP2036;07.02.2022;R1105;T102;6
OP2037;07.02.2022;R1127;T118;12
OP2038;07.02.2022;R1102;T107;2
OP2039;07.02.2022;R1108;T104;6
OP2040;07.02.2022;R1108;T116;3
OP2041;07.02.2022;R1107;T120;18
OP2042;07.02.2022;R1106;T117;4
OP2043;07.02.2022;R1101;T112;3
OP2044;07.02.2022;R1110;T108;9
OP2045;07.02.2022;R1108;T100;5
OP2046;07.02.2022;R1123;T100;4
OP2047;07.02.2022;R1127;T111;17
OP2048;07.02.2022;R1132;T117;9
OP2049;07.02.2022;R1122;T118;5
OP2050;07.02.2022;R1129;T102;19
OP2051;07.02.2022;R1120;T117;20
OP2052;07.02.2022;R1117;T114;10
OP2053;07.02.2022;R1125;T117;11
OP2054;07.02.2022;R1132;T104;13
OP2055;07.02.2022;R1128;T105;13
OP2056;07.02.2022;R1110;T107;15
OP2057;07.02.2022;R1105;T104;5
OP2058;07.02.2022;R1111;T112;15
OP2059;07.02.2022;R1103;T110;20
OP2060;07.02.2022;R1124;T103;5
OP2061;07.02.2022;R1119;T106;12
OP2062;07.02.2022;R1123;T120;20
OP2063;07.02.2022;R1124;T116;19
OP2064;07.02.2022;R1120;T110;13
OP2065;07.02.2022;R1105;T114;19
OP2066;07.02.2022;R1125;T117;3
OP2067;07.02.2022;R1121;T107;19
OP2068;07.02.2022;R1123;T113;11
OP2069;07.02.2022;R1118;T110;6
OP2070;07.02.2022;R1112;T103;2
OP2071;07.02.2022;R1132;T112;17
OP2072;07.02.2022;R1101;T118;11
OP2073;07.02.2022;R1122;T100;6
OP2074;07.02.2022;R1125;T102;3
OP2075;07.02.2022;R1103;T110;19
OP2076;07.02.2022;R1124;T101;17
OP2077;08.02.2022;R1131;T110;15
OP2078;08.02.2022;R1104;T114;13
OP2079;08.02.2022;R1115;T120;15
OP2080;08.02.2022;R1113;T104;9
OP2081;08.02.2022;R1105;T114;8
OP2082;08.02.2022;R1116;T113;17
OP2083;08.02.2022;R1116;T111;14
OP2084;08.02.2022;R1112;T107;3
OP2085;08.02.2022;R1107;T110;11
OP2086;08.02.2022;R1128;T105;20
OP2087;08.02.2022;R1110;T104;17
OP2088;08.02.2022;R1114;T105;17
OP2089;08.02.2022;R1125;T119;18
OP2090;08.02.2022;R1119;T114;3
OP2091;08.02.2022;R1118;T113;11
OP2092;08.02.2022;R1124;T109;14
OP2093;08.02.2022;R1127;T120;7
OP2094;08.02.2022;R1109;T116;13
OP2095;08.02.2022;R1120;T116;18
OP2096;08.02.2022;R1118;T110;16
OP2097;08.02.2022;R1125;T111;17
OP2098;08.02.2022;R1130;T104;5
OP2099;08.02.2022;R1112;T106;15
OP2100;08.02.2022;R1114;T114;3
OP2101;08.02.2022;R1109;T116;7
OP2102;08.02.2022;R1116;T103;2
OP2103;08.02.2022;R1130;T105;3
OP2104;08.02.2022;R1112;T109;11
OP2105;08.02.2022;R1112;T105;5
OP2106;08.02.2022;R1121;T114;17
OP2107;08.02.2022;R1105;T119;10
OP2108;08.02.2022;R1108;T112;19
OP2109;08.02.2022;R1101;T115;9
OP2110;08.02.2022;R1108;T120;5
OP2111;08.02.2022;R1131;T106;8
OP2112;08.02.2022;R1123;T111;2
OP2113;08.02.2022;R1117;T118;15
OP2114;08.02.2022;R1105;T116;2
OP2115;08.02.2022;R1110;T116;13
OP2116;08.02.2022;R1126;T111;12
OP2117;08.02.2022;R1118;T101;19
OP2118;08.02.2022;R1112;T119;7
OP2119;08.02.2022;R1104;T117;9
OP2120;08.02.2022;R1115;T119;15
OP2121;08.02.2022;R1132;T113;11
OP2122;08.02.2022;R1102;T109;6
OP2123;08.02.2022;R1119;T102;20
OP2124;08.02.2022;R1110;T118;10
OP2125;08.02.2022;R1125;T119;19
OP2126;08.02.2022;R1111;T102;7
OP2127;08.02.2022;R1121;T102;18
OP2128;08.02.2022;R1108;T114;8
OP2129;08.02.2022;R1132;T100;11
OP2130;08.02.2022;R1109;T107;7
OP2131;08.02.2022;R1113;T112;16
OP2132;08.02.2022;R1105;T100;2
OP2133;08.02.2022;R1130;T118;18
OP2134;08.02.2022;R1129;T105;6
OP2135;08.02.2022;R1126;T108;14
OP2136;09.02.2022;R1124;T111;9
OP2137;09.02.2022;R1112;T119;20
OP2138;09.02.2022;R1125;T111;15
OP2139;09.02.2022;R1123;T110;11
OP2140;09.02.2022;R1117;T117;12
OP2141;09.02.2022;R1112;T120;10
OP2142;09.02.2022;R1126;T101;8
OP2143;09.02.2022;R1127;T101;6
OP2144;09.02.2022;R1130;T114;17
OP2145;09.02.2022;R1109;T112;16
OP2146;09.02.2022;R1110;T110;12
OP2147;09.02.2022;R1119;T118;9
OP2148;09.02.2022;R1122;T105;15
OP2149;09.02.2022;R1127;T109;20
OP2150;09.02.2022;R1129;T111;15
OP2151;09.02.2022;R1125;T100;8
OP2152;09.02.2022;R1116;T115;13
OP2153;09.02.2022;R1104;T116;14
OP2154;09.02.2022;R1111;T117;15
OP2155;09.02.2022;R1121;T108;20
OP2156;09.02.2022;R1126;T115;17
OP2157;09.02.2022;R1113;T112;14
OP2158;09.02.2022;R1121;T118;3
OP2159;09.02.2022;R1131;T110;12
OP2160;09.02.2022;R1116;T110;3
OP2161;09.02.2022;R1119;T100;15
OP2162;09.02.2022;R1105;T107;7
OP2163;09.02.2022;R1124;T108;12
OP2164;09.02.2022;R1132;T113;18
OP2165;09.02.2022;R1102;T105;16
OP2166;09.02.2022;R1109;T118;7
OP2167;09.02.2022;R1103;T102;4
OP2168;09.02.2022;R1127;T102;2
OP2169;09.02.2022;R1125;T102;2
OP2170;09.02.2022;R1113;T114;5
OP2171;09.02.2022;R1110;T118;5
OP2172;09.02.2022;R1118;T111;20
OP2173;09.02.2022;R1130;T120;4
OP2174;09.02.2022;R1113;T100;20
OP2175;09.02.2022;R1126;T109;9
OP2176;09.02.2022;R1111;T104;19
OP2177;09.02.2022;R1101;T111;8
OP2178;09.02.2022;R1128;T109;15
OP2179;09.02.2022;R1109;T112;16
OP2180;09.02.2022;R1116;T105;3
OP2181;09.02.2022;R1130;T115;18
OP2182;09.02.2022;R1104;T112;16
OP2183;09.02.2022;R1124;T117;5
OP2184;09.02.2022;R1131;T117;12
OP2185;09.02.2022;R1111;T112;11
OP2186;09.02.2022;R1118;T108;14
OP2187;09.02.2022;R1103;T117;19
OP2188;09.02.2022;R1116;T108;2
OP2189;09.02.2022;R1130;T103;7
OP2190;09.02.2022;R1108;T110;12
OP2191;09.02.2022;R1123;T117;10
OP2192;09.02.2022;R1132;T110;11
OP2193;09.02.2022;R1118;T117;9
OP2194;09.02.2022;R1103;T100;17
OP2195;09.02.2022;R1125;T104;4
OP2196;09.02.2022;R1116;T117;13
OP2197;09.02.2022;R1127;T113;19
OP2198;09.02.2022;R1107;T102;6
OP2199;09.02.2022;R1120;T114;8
OP2200;10.02.2022;R1107;T114;8
OP2201;10.02.2022;R1111;T120;8
OP2202;10.02.2022;R1120;T119;9
OP2203;10.02.2022;R1123;T116;5
OP2204;10.02.2022;R1114;T103;5
OP2205;10.02.2022;R1122;T103;2
OP2206;10.02.2022;R1127;T111;7
OP2207;10.02.2022;R1103;T119;9
OP2208;10.02.2022;R1102;T112;10
OP2209;10.02.2022;R1115;T106;19
OP2210;10.02.2022;R1121;T108;13
OP2211;10.02.2022;R1127;T104;11
OP2212;10.02.2022;R1112;T111;4
OP2213;10.02.2022;R1109;T101;17
OP2214;10.02.2022;R1113;T116;11
OP2215;10.02.2022;R1109;T104;12
OP2216;10.02.2022;R1110;T107;8
OP2217;10.02.2022;R1116;T100;11
OP2218;10.02.2022;R1131;T103;7
OP2219;10.02.2022;R1131;T114;6
OP2220;10.02.2022;R1116;T107;7
OP2221;10.02.2022;R1110;T107;14
OP2222;10.02.2022;R1114;T107;13
OP2223;10.02.2022;R1123;T101;19
OP2224;10.02.2022;R1121;T105;18
OP2225;10.02.2022;R1112;T111;8
OP2226;10.02.2022;R1128;T119;8
OP2227;10.02.2022;R1127;T115;6
OP2228;10.02.2022;R1112;T109;14
OP2229;10.02.2022;R1132;T108;17
OP2230;10.02.2022;R1128;T112;16
OP2231;10.02.2022;R1105;T111;16
OP2232;10.02.2022;R1121;T101;4
OP2233;10.02.2022;R1127;T111;5
OP2234;10.02.2022;R1111;T116;7
OP2235;10.02.2022;R1115;T104;14
OP2236;10.02.2022;R1113;T100;10
OP2237;10.02.2022;R1124;T109;3
OP2238;10.02.2022;R1126;T116;14
OP2239;10.02.2022;R1102;T112;6
OP2240;10.02.2022;R1101;T106;7
OP2241;10.02.2022;R1132;T117;9
OP2242;10.02.2022;R1117;T105;6
OP2243;10.02.2022;R1125;T114;8
OP2244;10.02.2022;R1125;T106;4
OP2245;10.02.2022;R1122;T116;15
OP2246;10.02.2022;R1101;T106;15
OP2247;10.02.2022;R1122;T116;19
OP2248;10.02.2022;R1114;T105;3
OP2249;10.02.2022;R1130;T107;10
OP2250;10.02.2022;R1127;T120;15
OP2251;10.02.2022;R1117;T116;3
OP2252;10.02.2022;R1101;T119;11
OP2253;11.02.2022;R1102;T115;7
OP2254;11.02.2022;R1132;T104;19
OP2255;11.02.2022;R1132;T118;15
OP2256;11.02.2022;R1122;T102;16
OP2257;11.02.2022;R1128;T114;19
OP2258;11.02.2022;R1123;T105;20
OP2259;11.02.2022;R1110;T104;3
OP2260;11.02.2022;R1122;T105;18
OP2261;11.02.2022;R1101;T110;3
OP2262;11.02.2022;R1101;T101;3
OP2263;11.02.2022;R1125;T104;6
OP2264;11.02.2022;R1103;T105;7
OP2265;11.02.2022;R1130;T119;6
OP2266;11.02.2022;R1108;T117;17
OP2267;11.02.2022;R1119;T107;12
OP2268;11.02.2022;R1125;T102;15
OP2269;11.02.2022;R1120;T117;8
OP2270;11.02.2022;R1123;T106;14
OP2271;11.02.2022;R1115;T112;3
OP2272;11.02.2022;R1114;T120;6
OP2273;11.02.2022;R1129;T100;19
OP2274;11.02.2022;R1113;T108;9
OP2275;11.02.2022;R1121;T114;17
OP2276;11.02.2022;R1128;T112;18
OP2277;11.02.2022;R1129;T119;9
OP2278;11.02.2022;R1107;T105;4
OP2279;11.02.2022;R1125;T120;18
OP2280;11.02.2022;R1123;T115;12
OP2281;11.02.2022;R1101;T111;3
OP2282;11.02.2022;R1108;T108;11
OP2283;11.02.2022;R1111;T110;3
OP2284;11.02.2022;R1120;T104;6
OP2285;11.02.2022;R1119;T107;18
OP2286;11.02.2022;R1116;T111;19
OP2287;11.02.2022;R1126;T106;9
OP2288;11.02.2022;R1113;T110;3
OP2289;11.02.2022;R1106;T117;10
OP2290;11.02.2022;R1103;T110;6
OP2291;11.02.2022;R1128;T111;10
OP2292;11.02.2022;R1120;T106;10
OP2293;11.02.2022;R1113;T119;8
OP2294;11.02.2022;R1116;T116;5
OP2295;11.02.2022;R1119;T107;9
OP2296;11.02.2022;R1117;T108;17
OP2297;11.02.2022;R1110;T111;11
OP2298;11.02.2022;R1130;T117;14
OP2299;11.02.2022;R1132;T106;9
OP2300;11.02.2022;R1124;T111;19
OP2301;11.02.2022;R1107;T113;15
OP2302;11.02.2022;R1122;T112;13
OP2303;11.02.2022;R1114;T115;9
OP2304;11.02.2022;R1126;T111;2
OP2305;11.02.2022;R1126;T116;18
OP2306;11.02.2022;R1116;T107;11
OP2307;11.02.2022;R1108;T119;12
OP2308;11.02.2022;R1129;T108;3
OP2309;11.02.2022;R1118;T108;10
OP2310;11.02.2022;R1113;T116;7
OP2311;12.02.2022;R1116;T101;2
OP2312;12.02.2022;R1110;T117;7
OP2313;12.02.2022;R1126;T117;2
OP2314;12.02.2022;R1105;T102;6
OP2315;12.02.2022;R1112;T118;10
OP2316;12.02.2022;R1106;T104;17
OP2317;12.02.2022;R1113;T102;16
OP2318;12.02.2022;R1109;T103;2
OP2319;12.02.2022;R1115;T118;7
OP2320;12.02.2022;R1132;T116;5
OP2321;12.02.2022;R1126;T100;10
OP2322;12.02.2022;R1122;T104;16
OP2323;12.02.2022;R1121;T119;12
OP2324;12.02.2022;R1116;T112;3
OP2325;12.02.2022;R1122;T120;5
OP2326;12.02.2022;R1111;T107;13
OP2327;12.02.2022;R1106;T116;3
OP2328;12.02.2022;R1115;T110;16
OP2329;12.02.2022;R1103;T102;20
OP2330;12.02.2022;R1119;T107;6
OP2331;12.02.2022;R1116;T107;13
OP2332;12.02.2022;R1106;T100;10
OP2333;12.02.2022;R1129;T113;2
OP2334;12.02.2022;R1131;T101;12
OP2335;12.02.2022;R1132;T106;20
OP2336;12.02.2022;R1106;T110;4
OP2337;12.02.2022;R1132;T104;17
OP2338;12.02.2022;R1102;T105;9
OP2339;12.02.2022;R1120;T117;7
OP2340;12.02.2022;R1108;T120;11
OP2341;12.02.2022;R1128;T106;15
OP2342;12.02.2022;R1104;T103;15
OP2343;12.02.2022;R1107;T117;16
OP2344;12.02.2022;R1119;T109;6
OP2345;12.02.2022;R1111;T103;2
OP2346;12.02.2022;R1113;T116;10
OP2347;12.02.2022;R1121;T103;3
OP2348;12.02.2022;R1106;T106;11
OP2349;12.02.2022;R1128;T114;18
OP2350;12.02.2022;R1127;T118;9
OP2351;12.02.2022;R1101;T117;3
OP2352;12.02.2022;R1111;T113;17
OP2353;12.02.2022;R1115;T120;14
OP2354;12.02.2022;R1109;T101;3
OP2355;12.02.2022;R1114;T108;20
OP2356;12.02.2022;R1110;T103;5
OP2357;12.02.2022;R1107;T105;8
OP2358;12.02.2022;R1118;T106;7
OP2359;12.02.2022;R1101;T110;12
OP2360;12.02.2022;R1127;T106;15
OP2361;12.02.2022;R1110;T120;2
OP2362;12.02.2022;R1124;T109;17
OP2363;12.02.2022;R1110;T108;17
OP2364;12.02.2022;R1105;T110;19
OP2365;12.02.2022;R1105;T108;14
OP2366;12.02.2022;R1114;T118;4
OP2367;13.02.2022;R1120;T113;15
OP2368;13.02.2022;R1102;T104;9
OP2369;13.02.2022;R1125;T113;6
OP2370;13.02.2022;R1116;T106;15
OP2371;13.02.2022;R1125;T109;9
OP2372;13.02.2022;R1107;T111;20
OP2373;13.02.2022;R1112;T109;6
OP2374;13.02.2022;R1119;T114;9
OP2375;13.02.2022;R1118;T117;14
OP2376;13.02.2022;R1124;T108;4
OP2377;13.02.2022;R1102;T106;11
OP2378;13.02.2022;R1124;T112;20
OP2379;13.02.2022;R1104;T108;8
OP2380;13.02.2022;R1131;T108;7
OP2381;13.02.2022;R1105;T108;11
OP2382;13.02.2022;R1103;T110;4
OP2383;13.02.2022;R1103;T107;16
OP2384;13.02.2022;R1120;T115;9
OP2385;13.02.2022;R1111;T105;20
OP2386;13.02.2022;R1110;T118;19
OP2387;13.02.2022;R1129;T116;11
OP2388;13.02.2022;R1119;T120;11
OP2389;13.02.2022;R1124;T104;14
OP2390;13.02.2022;R1124;T118;16
OP2391;13.02.2022;R1107;T109;19
OP2392;13.02.2022;R1103;T100;14
OP2393;13.02.2022;R1127;T101;2
OP2394;13.02.2022;R1104;T118;5
OP2395;13.02.2022;R1113;T114;12
OP2396;13.02.2022;R1126;T111;9
OP2397;13.02.2022;R1128;T106;8
OP2398;13.02.2022;R1118;T120;11
OP2399;13.02.2022;R1122;T114;10
OP2400;13.02.2022;R1108;T105;6
OP2401;13.02.2022;R1106;T118;20
OP2402;13.02.2022;R1125;T108;5
OP2403;13.02.2022;R1121;T117;11
OP2404;13.02.2022;R1129;T115;11
OP2405;13.02.2022;R1112;T103;9
OP2406;13.02.2022;R1113;T105;4
OP2407;13.02.2022;R1118;T118;20
OP2408;13.02.2022;R1108;T106;11
OP2409;13.02.2022;R1103;T108;15
OP2410;13.02.2022;R1121;T109;6
OP2411;13.02.2022;R1102;T111;14
OP2412;13.02.2022;R1130;T118;20
OP2413;13.02.2022;R1130;T100;9
OP2414;13.02.2022;R1126;T103;6
OP2415;13.02.2022;R1126;T106;16
OP2416;13.02.2022;R1119;T118;7
OP2417;13.02.2022;R1129;T103;6
OP2418;13.02.2022;R1112;T110;17
OP2419;13.02.2022;R1119;T119;13
OP2420;13.02.2022;R1108;T108;8
OP2421;14.02.2022;R1109;T104;15
OP2422;14.02.2022;R1127;T102;19
OP2423;14.02.2022;R1102;T114;20
OP2424;14.02.2022;R1108;T120;6
OP2425;14.02.2022;R1107;T104;19
OP2426;14.02.2022;R1119;T107;13
OP2427;14.02.2022;R1106;T103;12
OP2428;14.02.2022;R1115;T110;10
OP2429;14.02.2022;R1121;T104;10
OP2430;14.02.2022;R1113;T116;3
OP2431;14.02.2022;R1108;T114;8
OP2432;14.02.2022;R1118;T112;5
OP2433;14.02.2022;R1102;T101;12
OP2434;14.02.2022;R1117;T109;17
OP2435;14.02.2022;R1126;T115;13
OP2436;14.02.2022;R1129;T110;8
OP2437;14.02.2022;R1114;T112;13
OP2438;14.02.2022;R1126;T108;4
OP2439;14.02.2022;R1103;T109;17
OP2440;14.02.2022;R1108;T100;18
OP2441;14.02.2022;R1121;T116;14
OP2442;14.02.2022;R1120;T114;4
OP2443;14.02.2022;R1108;T100;7
OP2444;14.02.2022;R1125;T109;9
OP2445;14.02.2022;R1101;T103;14
OP2446;14.02.2022;R1129;T110;11
OP2447;14.02.2022;R1108;T106;12
OP2448;14.02.2022;R1122;T114;20
OP2449;14.02.2022;R1115;T110;14
OP2450;14.02.2022;R1131;T106;5
OP2451;14.02.2022;R1112;T117;11
OP2452;14.02.2022;R1120;T118;11
OP2453;14.02.2022;R1109;T112;14
OP2454;14.02.2022;R1113;T111;2
OP2455;14.02.2022;R1132;T100;3
OP2456;14.02.2022;R1130;T118;19
OP2457;14.02.2022;R1119;T101;18
OP2458;14.02.2022;R1104;T109;17
OP2459;14.02.2022;R1104;T120;2
OP2460;14.02.2022;R1128;T101;8
OP2461;14.02.2022;R1124;T102;12
OP2462;14.02.2022;R1116;T113;5
OP2463;14.02.2022;R1128;T101;4
OP2464;14.02.2022;R1115;T103;7
OP2465;14.02.2022;R1106;T104;20
OP2466;14.02.2022;R1120;T107;7
OP2467;14.02.2022;R1112;T110;6
OP2468;14.02.2022;R1128;T104;16
OP2469;14.02.2022;R1105;T118;7
OP2470;14.02.2022;R1130;T115;19
OP2471;14.02.2022;R1127;T104;14
OP2472;14.02.2022;R1117;T106;20
OP2473;14.02.2022;R1119;T100;20
OP2474;14.02.2022;R1113;T106;11
OP2475;14.02.2022;R1115;T103;15
OP2476;14.02.2022;R1111;T103;17
OP2477;14.02.2022;R1128;T103;15
OP2478;14.02.2022;R1107;T113;18
OP2479;14.02.2022;R1115;T118;6
OP2480;14.02.2022;R1103;T120;8
OP2481;15.02.2022;R1103;T104;14
OP2482;15.02.2022;R1126;T109;7
OP2483;15.02.2022;R1110;T112;16
OP2484;15.02.2022;R1110;T104;6
OP2485;15.02.2022;R1125;T110;15
OP2486;15.02.2022;R1126;T110;9
OP2487;15.02.2022;R1101;T109;2
OP2488;15.02.2022;R1112;T119;20
OP2489;15.02.2022;R1130;T101;7
OP2490;15.02.2022;R1102;T118;17
OP2491;15.02.2022;R1107;T115;13
OP2492;15.02.2022;R1122;T116;6
OP2493;15.02.2022;R1123;T119;2
OP2494;15.02.2022;R1118;T117;12
OP2495;15.02.2022;R1130;T105;18
OP2496;15.02.2022;R1130;T105;8
OP2497;15.02.2022;R1129;T106;3
OP2498;15.02.2022;R1109;T118;6
OP2499;15.02.2022;R1103;T116;16
OP2500;15.02.2022;R1132;T120;6
OP2501;15.02.2022;R1130;T111;18
OP2502;15.02.2022;R1122;T117;8
OP2503;15.02.2022;R1131;T109;9
OP2504;15.02.2022;R1116;T119;18
OP2505;15.02.2022;R1120;T104;11
OP2506;15.02.2022;R1111;T113;15
OP2507;15.02.2022;R1129;T111;19
OP2508;15.02.2022;R1116;T102;12
OP2509;15.02.2022;R1112;T116;15
OP2510;15.02.2022;R1131;T107;7
OP2511;15.02.2022;R1106;T116;15
OP2512;15.02.2022;R1118;T117;18
OP2513;15.02.2022;R1125;T103;16
OP2514;15.02.2022;R1132;T114;6
OP2515;15.02.2022;R1120;T116;8
OP2516;15.02.2022;R1111;T101;8
OP2517;15.02.2022;R1123;T117;8
OP2518;15.02.2022;R1115;T116;17
OP2519;15.02.2022;R1101;T110;8
OP2520;15.02.2022;R1129;T104;20
OP2521;15.02.2022;R1129;T100;18
OP2522;15.02.2022;R1101;T105;12
OP2523;15.02.2022;R1130;T117;9
OP2524;15.02.2022;R1124;T114;18
OP2525;15.02.2022;R1108;T104;10
OP2526;15.02.2022;R1114;T110;13
OP2527;15.02.2022;R1113;T108;8
OP2528;15.02.2022;R1110;T102;2
OP2529;15.02.2022;R1113;T115;12
OP2530;15.02.2022;R1102;T109;5
OP2531;15.02.2022;R1108;T120;12
OP2532;15.02.2022;R1116;T104;18
OP2533;15.02.2022;R1103;T102;5
OP2534;15.02.2022;R1107;T112;11
OP2535;15.02.2022;R1118;T100;10
OP2536;15.02.2022;R1107;T104;6
OP2537;16.02.2022;R1110;T109;20
OP2538;16.02.2022;R1125;T119;19
OP2539;16.02.2022;R1119;T107;16
OP2540;16.02.2022;R1107;T104;11
OP2541;16.02.2022;R1103;T117;10
OP2542;16.02.2022;R1128;T116;18
OP2543;16.02.2022;R1124;T113;13
OP2544;16.02.2022;R1107;T112;5
OP2545;16.02.2022;R1120;T116;4
OP2546;16.02.2022;R1114;T104;10
OP2547;16.02.2022;R1131;T106;14
OP2548;16.02.2022;R1119;T119;4
OP2549;16.02.2022;R1129;T101;2
OP2550;16.02.2022;R1107;T107;3
OP2551;16.02.2022;R1105;T103;11
OP2552;16.02.2022;R1126;T110;13
OP2553;16.02.2022;R1121;T110;19
OP2554;16.02.2022;R1114;T102;7
OP2555;16.02.2022;R1103;T113;4
OP2556;16.02.2022;R1109;T102;18
OP2557;16.02.2022;R1130;T117;7
OP2558;16.02.2022;R1121;T109;17
OP2559;16.02.2022;R1110;T106;18
OP2560;16.02.2022;R1112;T116;12
OP2561;16.02.2022;R1110;T114;19
OP2562;16.02.2022;R1130;T109;14
OP2563;16.02.2022;R1119;T115;8
OP2564;16.02.2022;R1112;T110;19
OP2565;16.02.2022;R1121;T105;19
OP2566;16.02.2022;R1103;T113;13
OP2567;16.02.2022;R1119;T118;13
OP2568;16.02.2022;R1127;T105;14
OP2569;16.02.2022;R1119;T117;12
OP2570;16.02.2022;R1129;T104;11
OP2571;16.02.2022;R1117;T104;6
OP2572;16.02.2022;R1119;T101;13
OP2573;16.02.2022;R1105;T100;4
OP2574;16.02.2022;R1120;T115;11
OP2575;16.02.2022;R1124;T102;16
OP2576;16.02.2022;R1102;T115;14
OP2577;16.02.2022;R1123;T111;15
OP2578;16.02.2022;R1115;T103;19
OP2579;16.02.2022;R1117;T107;8
OP2580;16.02.2022;R1130;T108;18
OP2581;16.02.2022;R1108;T100;19
OP2582;16.02.2022;R1103;T105;7
OP2583;16.02.2022;R1129;T111;7
OP2584;16.02.2022;R1129;T108;17
OP2585;16.02.2022;R1109;T115;7
OP2586;16.02.2022;R1102;T103;10
OP2587;16.02.2022;R1116;T118;18
OP2588;16.02.2022;R1132;T110;13
OP2589;16.02.2022;R1123;T110;20
OP2590;16.02.2022;R1112;T104;17
OP2591;16.02.2022;R1122;T106;3
OP2592;16.02.2022;R1129;T102;9
OP2593;16.02.2022;R1121;T120;9
OP2594;16.02.2022;R1127;T101;12
OP2595;16.02.2022;R1106;T115;8
OP2596;16.02.2022;R1117;T120;6
OP2597;17.02.2022;R1120;T114;8
OP2598;17.02.2022;R1129;T109;15
OP2599;17.02.2022;R1123;T118;19
OP2600;17.02.2022;R1130;T114;5
OP2601;17.02.2022;R1120;T109;18
OP2602;17.02.2022;R1109;T107;17
OP2603;17.02.2022;R1131;T109;6
OP2604;17.02.2022;R1109;T109;7
OP2605;17.02.2022;R1114;T111;13
OP2606;17.02.2022;R1112;T103;20
OP2607;17.02.2022;R1104;T116;3
OP2608;17.02.2022;R1105;T118;15
OP2609;17.02.2022;R1116;T111;2
OP2610;17.02.2022;R1130;T104;15
OP2611;17.02.2022;R1116;T117;9
OP2612;17.02.2022;R1123;T111;8
OP2613;17.02.2022;R1102;T106;10
OP2614;17.02.2022;R1123;T100;5
OP2615;17.02.2022;R1103;T119;9
OP2616;17.02.2022;R1120;T108;6
OP2617;17.02.2022;R1129;T100;4
OP2618;17.02.2022;R1126;T112;2
OP2619;17.02.2022;R1102;T110;6
OP2620;17.02.2022;R1128;T118;18
OP2621;17.02.2022;R1119;T105;12
OP2622;17.02.2022;R1116;T112;18
OP2623;17.02.2022;R1119;T119;5
OP2624;17.02.2022;R1127;T107;15
OP2625;17.02.2022;R1132;T104;10
OP2626;17.02.2022;R1109;T120;7
OP2627;17.02.2022;R1132;T100;18
OP2628;17.02.2022;R1106;T117;7
OP2629;17.02.2022;R1110;T110;5
OP2630;17.02.2022;R1117;T119;8
OP2631;17.02.2022;R1102;T107;8
OP2632;17.02.2022;R1129;T105;20
OP2633;17.02.2022;R1126;T115;18
OP2634;17.02.2022;R1104;T113;14
OP2635;17.02.2022;R1122;T113;16
OP2636;17.02.2022;R1117;T106;16
OP2637;17.02.2022;R1101;T108;9
OP2638;17.02.2022;R1118;T107;10
OP2639;17.02.2022;R1114;T108;10
OP2640;17.02.2022;R1121;T120;13
OP2641;17.02.2022;R1125;T100;11
OP2642;17.02.2022;R1129;T110;5
OP2643;17.02.2022;R1106;T119;17
OP2644;17.02.2022;R1102;T118;5
OP2645;17.02.2022;R1125;T120;11
OP2646;17.02.2022;R1118;T102;9
OP2647;17.02.2022;R1124;T118;13
OP2648;17.02.2022;R1108;T109;17
OP2649;17.02.2022;R1102;T117;17
OP2650;17.02.2022;R1126;T108;3
OP2651;18.02.2022;R1120;T103;10
OP2652;18.02.2022;R1119;T120;10
OP2653;18.02.2022;R1109;T100;10
OP2654;18.02.2022;R1107;T108;16
OP2655;18.02.2022;R1107;T108;8
OP2656;18.02.2022;R1110;T115;20
OP2657;18.02.2022;R1109;T114;11
OP2658;18.02.2022;R1105;T106;13
